Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000021,Kingston upon Thames,64800,114800,56.4,4.6,16600,114800,14.4,3.3,1500,114800,1.3,*,14600,114800,12.7,3.1,6000,114800,5.2,2.1,7200,114800,6.2,2.2,4200,114800,3.7,1.7
E09000022,Lambeth,163200,242900,67.2,4.8,33200,242900,13.7,3.5,3700,242900,1.5,*,11900,242900,4.9,2.2,8500,242900,3.5,1.9,8300,242900,3.4,1.9,14100,242900,5.8,2.4
E09000023,Lewisham,112100,207400,54,4.5,31800,207400,15.4,3.3,4600,207400,2.2,1.3,21600,207400,10.4,2.8,17800,207400,8.6,2.5,13500,207400,6.5,2.2,6000,207400,2.9,1.5
E09000024,Merton,76900,135400,56.8,5,18900,135400,13.9,3.5,1400,135400,1.1,*,11000,135400,8.1,2.8,9000,135400,6.6,2.5,10600,135400,7.8,2.7,7700,135400,5.7,2.3
E09000025,Newham,100500,242000,41.5,4.4,33000,242000,13.6,3.1,!,242000,!,!,25200,242000,10.4,2.7,17000,242000,7,2.3,34800,242000,14.4,3.1,30400,242000,12.6,3
E09000026,Redbridge,92500,195300,47.4,3.9,33200,195300,17,3,!,195300,!,!,22000,195300,11.2,2.5,13800,195300,7.1,2,17800,195300,9.1,2.3,15400,195300,7.9,2.1
E09000027,Richmond upon Thames,81500,125600,64.9,4.4,15800,125600,12.6,3.1,!,125600,!,!,12600,125600,10,2.8,5000,125600,4,1.8,6900,125600,5.5,2.1,3200,125600,2.6,1.5
E09000028,Southwark,143900,228500,63,4.2,25600,228500,11.2,2.7,!,228500,!,!,18100,228500,7.9,2.3,7800,228500,3.4,1.6,19800,228500,8.7,2.4,12900,228500,5.7,2
E09000029,Sutton,66200,128900,51.4,4.7,20100,128900,15.6,3.4,2300,128900,1.7,*,14900,128900,11.5,3,8800,128900,6.8,2.4,8300,128900,6.5,2.3,8300,128900,6.5,2.3
E09000030,Tower Hamlets,106600,225100,47.3,4.4,29000,225100,12.9,3,1400,225100,0.6,*,23900,225100,10.6,2.7,12000,225100,5.3,2,20300,225100,9,2.5,32100,225100,14.3,3.1
E09000031,Waltham Forest,79500,181300,43.9,4.5,19600,181300,10.8,2.8,2500,181300,1.4,*,25100,181300,13.8,3.1,14400,181300,7.9,2.5,23200,181300,12.8,3,17000,181300,9.4,2.6
E09000032,Wandsworth,163700,229600,71.3,4.4,18500,229600,8,2.6,!,229600,!,!,14400,229600,6.3,2.4,8600,229600,3.7,1.8,16100,229600,7,2.5,7500,229600,3.3,1.7
E09000033,Westminster,102300,164200,62.3,4.3,21700,164200,13.2,3,!,164200,!,!,12100,164200,7.4,2.3,7900,164200,4.8,1.9,11500,164200,7,2.3,8100,164200,4.9,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,521200,1643300,31.7,0.9,303200,1643300,18.5,0.7,62700,1643300,3.8,0.4,305300,1643300,18.6,0.7,188900,1643300,11.5,0.6,103500,1643300,6.3,0.5,158600,1643300,9.7,0.6
E12000002,North West,1549200,4498900,34.4,0.6,802900,4498900,17.8,0.5,172600,4498900,3.8,0.3,803000,4498900,17.8,0.5,507100,4498900,11.3,0.4,260500,4498900,5.8,0.3,403700,4498900,9,0.4
E12000003,Yorkshire and The Humber,1112700,3370500,33,0.8,587800,3370500,17.4,0.6,125000,3370500,3.7,0.3,569400,3370500,16.9,0.6,416500,3370500,12.4,0.6,237600,3370500,7.1,0.4,321400,3370500,9.5,0.5
E12000004,East Midlands,941500,2938400,32,1,538600,2938400,18.3,0.8,99300,2938400,3.4,0.4,503400,2938400,17.1,0.8,373800,2938400,12.7,0.7,240200,2938400,8.2,0.6,241600,2938400,8.2,0.6
E12000005,West Midlands,1144600,3596700,31.8,0.8,637400,3596700,17.7,0.7,92900,3596700,2.6,0.3,618500,3596700,17.2,0.6,405200,3596700,11.3,0.5,323800,3596700,9,0.5,374300,3596700,10.4,0.5
E12000006,East,1292000,3735200,34.6,0.9,652900,3735200,17.5,0.7,120200,3735200,3.2,0.3,670600,3735200,18,0.7,494600,3735200,13.2,0.6,235500,3735200,6.3,0.5,269300,3735200,7.2,0.5
E12000007,London,3056000,5923900,51.6,0.8,806200,5923900,13.6,0.5,65100,5923900,1.1,0.2,642900,5923900,10.9,0.5,405300,5923900,6.8,0.4,542100,5923900,9.2,0.5,406200,5923900,6.9,0.4
E12000008,South East,2282500,5524700,41.3,0.7,1009200,5524700,18.3,0.5,166500,5524700,3,0.2,887700,5524700,16.1,0.5,598400,5524700,10.8,0.4,293100,5524700,5.3,0.3,287300,5524700,5.2,0.3
E12000009,South West,1297200,3320100,39.1,0.8,650200,3320100,19.6,0.7,111100,3320100,3.3,0.3,563800,3320100,17,0.6,371000,3320100,11.2,0.5,162200,3320100,4.9,0.4,164400,3320100,5,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,13196900,34551700,38.2,0.3,5988500,34551700,17.3,0.2,1015300,34551700,2.9,0.1,5564600,34551700,16.1,0.2,3760900,34551700,10.9,0.2,2398500,34551700,6.9,0.1,2626900,34551700,7.6,0.1
W92000004,Wales,669500,1902400,35.2,0.7,336700,1902400,17.7,0.6,63900,1902400,3.4,0.3,339500,1902400,17.8,0.6,212600,1902400,11.2,0.5,114800,1902400,6,0.3,165300,1902400,8.7,0.4
S92000003,Scotland,1503000,3428700,43.8,0.7,468500,3428700,13.7,0.5,159600,3428700,4.7,0.3,470500,3428700,13.7,0.5,308300,3428700,9,0.4,220800,3428700,6.4,0.3,298000,3428700,8.7,0.4
N92000002,Northern Ireland,372500,1163200,32,1.5,186700,1163200,16.1,1.1,57400,1163200,4.9,0.7,190900,1163200,16.4,1.2,107700,1163200,9.3,0.9,58200,1163200,5,0.7,189800,1163200,16.3,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,13866300,36454000,38,0.3,6325200,36454000,17.4,0.2,1079300,36454000,3,0.1,5904100,36454000,16.2,0.2,3973500,36454000,10.9,0.2,2513300,36454000,6.9,0.1,2792300,36454000,7.7,0.1
K03000001,Great Britain,15369300,39882700,38.5,0.2,6793700,39882700,17,0.2,1238900,39882700,3.1,0.1,6374600,39882700,16,0.2,4281800,39882700,10.7,0.1,2734200,39882700,6.9,0.1,3090200,39882700,7.7,0.1
K02000001,United Kingdom,15741900,41045900,38.4,0.2,6980400,41045900,17,0.2,1296200,41045900,3.2,0.1,6565500,41045900,16,0.2,4389500,41045900,10.7,0.1,2792400,41045900,6.8,0.1,3280000,41045900,8,0.1
