Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000021,Kingston upon Thames,60000,110600,54.2,4.3,17400,110600,15.7,3.1,1800,110600,1.7,*,13800,110600,12.4,2.8,8000,110600,7.2,2.2,6300,110600,5.7,2,3500,110600,3.1,1.5
E09000022,Lambeth,144200,232400,62,4.4,24600,232400,10.6,2.8,2200,232400,0.9,*,15300,232400,6.6,2.3,12500,232400,5.4,2.1,18200,232400,7.8,2.4,15500,232400,6.7,2.3
E09000023,Lewisham,104900,196400,53.4,4.1,27500,196400,14,2.8,2800,196400,1.4,*,19500,196400,9.9,2.4,14400,196400,7.4,2.1,14100,196400,7.2,2.1,13300,196400,6.7,2
E09000024,Merton,73200,138400,52.9,4.4,16800,138400,12.2,2.9,3200,138400,2.3,1.3,14000,138400,10.1,2.6,11700,138400,8.5,2.4,11700,138400,8.4,2.4,7700,138400,5.6,2
E09000025,Newham,87300,224500,38.9,3.6,28100,224500,12.5,2.5,!,224500,!,!,29100,224500,13,2.5,12400,224500,5.5,1.7,35600,224500,15.9,2.7,31400,224500,14,2.6
E09000026,Redbridge,93500,189600,49.3,3.9,28500,189600,15,2.8,3500,189600,1.8,1.1,23400,189600,12.4,2.6,13400,189600,7.1,2,14300,189600,7.5,2.1,13000,189600,6.8,2
E09000027,Richmond upon Thames,82200,124800,65.9,3.9,16200,124800,13,2.8,1800,124800,1.4,*,11700,124800,9.3,2.4,5800,124800,4.7,1.7,3400,124800,2.7,1.3,3700,124800,3,1.4
E09000028,Southwark,121400,218100,55.6,3.8,25000,218100,11.5,2.4,4000,218100,1.8,1,23100,218100,10.6,2.4,13000,218100,6,1.8,14500,218100,6.6,1.9,17200,218100,7.9,2.1
E09000029,Sutton,50700,125000,40.6,4.8,17400,125000,13.9,3.4,7200,125000,5.8,2.3,18900,125000,15.1,3.5,15100,125000,12.1,3.2,7500,125000,6,2.3,8200,125000,6.5,2.4
E09000030,Tower Hamlets,93600,200400,46.7,3.9,28200,200400,14.1,2.7,!,200400,!,!,22700,200400,11.3,2.5,17100,200400,8.6,2.2,14800,200400,7.4,2,23600,200400,11.8,2.5
E09000031,Waltham Forest,79300,178400,44.4,4.3,22200,178400,12.4,2.8,2300,178400,1.3,*,26600,178400,14.9,3.1,13900,178400,7.8,2.3,15500,178400,8.7,2.4,18700,178400,10.5,2.6
E09000032,Wandsworth,144300,226900,63.6,4.4,25300,226900,11.1,2.9,1300,226900,0.6,*,12500,226900,5.5,2.1,11900,226900,5.2,2,16800,226900,7.4,2.4,14800,226900,6.5,2.3
E09000033,Westminster,100800,160500,62.8,3.6,18100,160500,11.3,2.4,1600,160500,1,*,10600,160500,6.6,1.9,10600,160500,6.6,1.9,9900,160500,6.2,1.8,8900,160500,5.5,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,460900,1651200,27.9,0.8,314500,1651200,19,0.7,75700,1651200,4.6,0.4,308200,1651200,18.7,0.7,221000,1651200,13.4,0.6,93100,1651200,5.6,0.4,177900,1651200,10.8,0.5
E12000002,North West,1384200,4477100,30.9,0.6,773900,4477100,17.3,0.5,162800,4477100,3.6,0.2,817200,4477100,18.3,0.5,575800,4477100,12.9,0.4,269200,4477100,6,0.3,494000,4477100,11,0.4
E12000003,Yorkshire and The Humber,1000200,3357400,29.8,0.7,589300,3357400,17.6,0.6,141200,3357400,4.2,0.3,597500,3357400,17.8,0.6,450300,3357400,13.4,0.5,224800,3357400,6.7,0.4,354200,3357400,10.5,0.5
E12000004,East Midlands,859700,2877900,29.9,0.9,535900,2877900,18.6,0.8,106200,2877900,3.7,0.4,499200,2877900,17.3,0.8,387700,2877900,13.5,0.7,190700,2877900,6.6,0.5,298500,2877900,10.4,0.6
E12000005,West Midlands,995200,3522800,28.2,0.7,631200,3522800,17.9,0.6,109100,3522800,3.1,0.3,619400,3522800,17.6,0.6,436500,3522800,12.4,0.5,252200,3522800,7.2,0.4,479300,3522800,13.6,0.6
E12000006,East,1210400,3670200,33,0.8,627600,3670200,17.1,0.7,124400,3670200,3.4,0.3,703200,3670200,19.2,0.7,484600,3670200,13.2,0.6,212300,3670200,5.8,0.4,307700,3670200,8.4,0.5
E12000007,London,2760900,5700900,48.4,0.7,763000,5700900,13.4,0.5,88600,5700900,1.6,0.2,674600,5700900,11.8,0.5,495300,5700900,8.7,0.4,464000,5700900,8.1,0.4,454600,5700900,8,0.4
E12000008,South East,2075400,5431900,38.2,0.6,965800,5431900,17.8,0.5,182200,5431900,3.4,0.2,932500,5431900,17.2,0.5,645200,5431900,11.9,0.4,280400,5431900,5.2,0.3,350300,5431900,6.4,0.3
E12000009,South West,1113800,3267300,34.1,0.8,636200,3267300,19.5,0.6,138500,3267300,4.2,0.3,590600,3267300,18.1,0.6,412100,3267300,12.6,0.5,160300,3267300,4.9,0.4,215800,3267300,6.6,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,11860700,33956700,34.9,0.2,5837400,33956700,17.2,0.2,1128700,33956700,3.3,0.1,5742400,33956700,16.9,0.2,4108700,33956700,12.1,0.2,2146800,33956700,6.3,0.1,3132100,33956700,9.2,0.2
W92000004,Wales,597700,1908100,31.3,0.6,353100,1908100,18.5,0.5,73600,1908100,3.9,0.3,333900,1908100,17.5,0.5,224100,1908100,11.7,0.4,123400,1908100,6.5,0.3,202400,1908100,10.6,0.4
S92000003,Scotland,1327200,3407200,39,0.6,512900,3407200,15.1,0.4,169600,3407200,5,0.3,495600,3407200,14.5,0.4,335500,3407200,9.8,0.4,212900,3407200,6.2,0.3,353600,3407200,10.4,0.4
N92000002,Northern Ireland,323300,1148900,28.1,1.4,175300,1148900,15.3,1.1,65800,1148900,5.7,0.7,199700,1148900,17.4,1.2,135000,1148900,11.7,1,50400,1148900,4.4,0.6,199400,1148900,17.4,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,12458500,35864800,34.7,0.2,6190400,35864800,17.3,0.2,1202300,35864800,3.4,0.1,6076300,35864800,16.9,0.2,4332700,35864800,12.1,0.2,2270200,35864800,6.3,0.1,3334500,35864800,9.3,0.1
K03000001,Great Britain,13785700,39272100,35.1,0.2,6703300,39272100,17.1,0.2,1371800,39272100,3.5,0.1,6571800,39272100,16.7,0.2,4668300,39272100,11.9,0.1,2483100,39272100,6.3,0.1,3688000,39272100,9.4,0.1
K02000001,United Kingdom,14109000,40421000,34.9,0.2,6878700,40421000,17,0.2,1437600,40421000,3.6,0.1,6771600,40421000,16.8,0.2,4803200,40421000,11.9,0.1,2533500,40421000,6.3,0.1,3887400,40421000,9.6,0.1
