Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000021,Kingston upon Thames,60300,112500,53.6,4.5,18400,112500,16.3,3.3,1100,112500,1,*,10600,112500,9.4,2.6,7500,112500,6.6,2.2,8000,112500,7.1,2.3,6600,112500,5.9,2.1
E09000022,Lambeth,152700,235800,64.8,4.6,24300,235800,10.3,2.9,!,235800,!,!,15800,235800,6.7,2.4,13300,235800,5.6,2.2,14400,235800,6.1,2.3,14900,235800,6.3,2.3
E09000023,Lewisham,109300,205700,53.2,4.4,27300,205700,13.3,3,2900,205700,1.4,*,22700,205700,11,2.8,14100,205700,6.9,2.2,17200,205700,8.4,2.4,12100,205700,5.9,2.1
E09000024,Merton,79900,137900,57.9,4.3,18800,137900,13.7,3,2900,137900,2.1,1.3,12900,137900,9.4,2.6,7700,137900,5.6,2,9200,137900,6.7,2.2,6500,137900,4.7,1.9
E09000025,Newham,101400,235400,43.1,3.8,31500,235400,13.4,2.6,1600,235400,0.7,*,24100,235400,10.3,2.3,14100,235400,6,1.8,36300,235400,15.4,2.8,26500,235400,11.2,2.4
E09000026,Redbridge,86000,192400,44.7,4,31400,192400,16.3,2.9,3400,192400,1.8,1,21800,192400,11.4,2.5,17400,192400,9.1,2.3,12500,192400,6.5,2,19700,192400,10.3,2.4
E09000027,Richmond upon Thames,85500,122700,69.7,4.1,15000,122700,12.2,2.9,1100,122700,0.9,*,9000,122700,7.3,2.3,4000,122700,3.2,1.6,4300,122700,3.5,1.6,3900,122700,3.2,1.6
E09000028,Southwark,126600,223200,56.7,3.9,29800,223200,13.3,2.7,!,223200,!,!,20600,223200,9.2,2.3,13200,223200,5.9,1.9,15100,223200,6.8,2,17200,223200,7.7,2.1
E09000029,Sutton,54700,128900,42.4,4.9,19800,128900,15.3,3.6,4200,128900,3.3,1.8,21900,128900,17,3.7,15700,128900,12.1,3.2,7000,128900,5.4,2.2,5700,128900,4.4,2
E09000030,Tower Hamlets,98600,215400,45.8,4.1,35500,215400,16.5,3,900,215400,0.4,*,25900,215400,12,2.7,14600,215400,6.8,2.1,18000,215400,8.3,2.3,21900,215400,10.2,2.5
E09000031,Waltham Forest,77900,182700,42.6,5,25800,182700,14.1,3.5,3000,182700,1.6,*,22600,182700,12.4,3.3,15900,182700,8.7,2.9,16200,182700,8.9,2.9,21300,182700,11.7,3.3
E09000032,Wandsworth,152500,230600,66.1,4.1,25500,230600,11.1,2.8,1500,230600,0.7,*,12100,230600,5.3,2,6700,230600,2.9,1.5,21800,230600,9.5,2.6,10400,230600,4.5,1.8
E09000033,Westminster,104200,166400,62.6,4,17500,166400,10.5,2.5,700,166400,0.4,*,10400,166400,6.3,2,12200,166400,7.3,2.2,13300,166400,8,2.2,8000,166400,4.8,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,504800,1644600,30.7,0.8,320700,1644600,19.5,0.7,67400,1644600,4.1,0.4,305600,1644600,18.6,0.7,199800,1644600,12.2,0.6,76100,1644600,4.6,0.4,170300,1644600,10.4,0.5
E12000002,North West,1460800,4476400,32.6,0.6,795700,4476400,17.8,0.5,157400,4476400,3.5,0.2,808200,4476400,18.1,0.5,518700,4476400,11.6,0.4,295500,4476400,6.6,0.3,440000,4476400,9.8,0.4
E12000003,Yorkshire and The Humber,1027000,3359400,30.6,0.7,622500,3359400,18.5,0.6,146300,3359400,4.4,0.3,559000,3359400,16.6,0.6,435400,3359400,13,0.5,241200,3359400,7.2,0.4,327900,3359400,9.8,0.5
E12000004,East Midlands,923600,2900400,31.8,1,540600,2900400,18.6,0.8,111600,2900400,3.8,0.4,523700,2900400,18.1,0.8,374600,2900400,12.9,0.7,194200,2900400,6.7,0.5,232100,2900400,8,0.6
E12000005,West Midlands,1105300,3542900,31.2,0.8,596800,3542900,16.8,0.6,92100,3542900,2.6,0.3,610100,3542900,17.2,0.6,425600,3542900,12,0.5,253000,3542900,7.1,0.4,459900,3542900,13,0.6
E12000006,East,1246200,3708200,33.6,0.9,626400,3708200,16.9,0.7,109000,3708200,2.9,0.3,669000,3708200,18,0.7,497200,3708200,13.4,0.6,262500,3708200,7.1,0.5,297900,3708200,8,0.5
E12000007,London,2908300,5845500,49.8,0.7,819100,5845500,14,0.5,78100,5845500,1.3,0.2,640900,5845500,11,0.5,466600,5845500,8,0.4,500200,5845500,8.6,0.4,432200,5845500,7.4,0.4
E12000008,South East,2178400,5482100,39.7,0.7,959400,5482100,17.5,0.5,173100,5482100,3.2,0.2,898500,5482100,16.4,0.5,644700,5482100,11.8,0.4,282900,5482100,5.2,0.3,345000,5482100,6.3,0.3
E12000009,South West,1229100,3292700,37.3,0.8,635500,3292700,19.3,0.6,125100,3292700,3.8,0.3,567400,3292700,17.2,0.6,395900,3292700,12,0.5,158400,3292700,4.8,0.3,181200,3292700,5.5,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,12583400,34252200,36.7,0.3,5916900,34252200,17.3,0.2,1060300,34252200,3.1,0.1,5582400,34252200,16.3,0.2,3958700,34252200,11.6,0.2,2264000,34252200,6.6,0.1,2886500,34252200,8.4,0.1
W92000004,Wales,640100,1900800,33.7,0.7,337200,1900800,17.7,0.5,62800,1900800,3.3,0.2,331200,1900800,17.4,0.5,216600,1900800,11.4,0.4,113700,1900800,6,0.3,199300,1900800,10.5,0.4
S92000003,Scotland,1450600,3411500,42.5,0.6,496000,3411500,14.5,0.5,151100,3411500,4.4,0.3,491200,3411500,14.4,0.5,314700,3411500,9.2,0.4,199900,3411500,5.9,0.3,308100,3411500,9,0.4
N92000002,Northern Ireland,341800,1154600,29.6,1.5,171900,1154600,14.9,1.2,69900,1154600,6.1,0.8,204900,1154600,17.7,1.2,121400,1154600,10.5,1,56800,1154600,4.9,0.7,187800,1154600,16.3,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,13223500,36153000,36.6,0.2,6254000,36153000,17.3,0.2,1123100,36153000,3.1,0.1,5913600,36153000,16.4,0.2,4175200,36153000,11.5,0.2,2377700,36153000,6.6,0.1,3085800,36153000,8.5,0.1
K03000001,Great Britain,14674100,39564500,37.1,0.2,6750000,39564500,17.1,0.2,1274200,39564500,3.2,0.1,6404800,39564500,16.2,0.2,4489900,39564500,11.3,0.1,2577600,39564500,6.5,0.1,3393900,39564500,8.6,0.1
K02000001,United Kingdom,15015900,40719100,36.9,0.2,6921900,40719100,17,0.2,1344100,40719100,3.3,0.1,6609700,40719100,16.2,0.2,4611300,40719100,11.3,0.1,2634400,40719100,6.5,0.1,3581800,40719100,8.8,0.1
