Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000022,Lambeth,150200,243600,61.7,4.6,27700,243600,11.4,3,3800,243600,1.5,*,20100,243600,8.3,2.6,10900,243600,4.5,2,18800,243600,7.7,2.5,12100,243600,5,2.1
E09000023,Lewisham,124200,211400,58.7,4.5,24000,211400,11.3,2.9,2000,211400,0.9,*,22700,211400,10.7,2.8,14100,211400,6.7,2.3,14500,211400,6.9,2.3,10100,211400,4.8,1.9
E09000024,Merton,73200,137700,53.2,4.9,18100,137700,13.1,3.3,2100,137700,1.5,*,15200,137700,11,3.1,12400,137700,9,2.8,10800,137700,7.9,2.6,5800,137700,4.2,2
E09000025,Newham,119900,245600,48.8,4.9,32500,245600,13.3,3.4,!,245600,!,!,21400,245600,8.7,2.8,22700,245600,9.3,2.9,28100,245600,11.4,3.1,20200,245600,8.2,2.7
E09000026,Redbridge,92600,200600,46.2,4,30200,200600,15.1,2.8,1200,200600,0.6,*,29100,200600,14.5,2.8,12100,200600,6,1.9,18500,200600,9.2,2.3,16900,200600,8.4,2.2
E09000027,Richmond upon Thames,83600,123200,67.9,4.6,12200,123200,9.9,2.9,1100,123200,0.9,*,10500,123200,8.6,2.7,3900,123200,3.2,1.7,7700,123200,6.2,2.4,4200,123200,3.4,1.8
E09000028,Southwark,149200,230900,64.6,4.2,19000,230900,8.2,2.4,2200,230900,0.9,*,15200,230900,6.6,2.2,11600,230900,5,1.9,20600,230900,8.9,2.5,13200,230900,5.7,2
E09000029,Sutton,62100,128300,48.4,4.6,20300,128300,15.9,3.4,2000,128300,1.6,*,17600,128300,13.8,3.2,9900,128300,7.7,2.5,9700,128300,7.5,2.4,6600,128300,5.2,2
E09000030,Tower Hamlets,125700,229700,54.7,5,17500,229700,7.6,2.7,!,229700,!,!,25000,229700,10.9,3.1,15800,229700,6.9,2.5,24900,229700,10.8,3.1,19700,229700,8.6,2.8
E09000031,Waltham Forest,90800,186400,48.7,4.8,23200,186400,12.4,3.1,3500,186400,1.9,*,17500,186400,9.4,2.8,17800,186400,9.5,2.8,17000,186400,9.1,2.7,16700,186400,9,2.7
E09000032,Wandsworth,165000,233500,70.7,4.3,16300,233500,7,2.4,4400,233500,1.9,*,19500,233500,8.3,2.6,9000,233500,3.8,1.8,11300,233500,4.9,2,8000,233500,3.4,1.7
E09000033,Westminster,115000,172500,66.7,4.6,20600,172500,11.9,3.2,!,172500,!,!,11600,172500,6.7,2.5,4400,172500,2.5,1.5,8800,172500,5.1,2.2,11900,172500,6.9,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,509600,1639000,31.1,0.9,309200,1639000,18.9,0.7,64400,1639000,3.9,0.4,312500,1639000,19.1,0.7,193100,1639000,11.8,0.6,94400,1639000,5.8,0.4,155700,1639000,9.5,0.6
E12000002,North West,1594800,4489500,35.5,0.7,801500,4489500,17.9,0.5,150700,4489500,3.4,0.2,780700,4489500,17.4,0.5,480500,4489500,10.7,0.4,274900,4489500,6.1,0.3,406300,4489500,9.1,0.4
E12000003,Yorkshire and The Humber,1121400,3372500,33.3,0.8,628300,3372500,18.6,0.7,117400,3372500,3.5,0.3,554900,3372500,16.5,0.6,419600,3372500,12.4,0.6,243500,3372500,7.2,0.4,287400,3372500,8.5,0.5
E12000004,East Midlands,974400,2931100,33.2,1,560400,2931100,19.1,0.9,96900,2931100,3.3,0.4,479100,2931100,16.3,0.8,354100,2931100,12.1,0.7,228000,2931100,7.8,0.6,238100,2931100,8.1,0.6
E12000005,West Midlands,1188400,3594500,33.1,0.8,633200,3594500,17.6,0.6,88000,3594500,2.4,0.3,621200,3594500,17.3,0.6,396400,3594500,11,0.5,297400,3594500,8.3,0.5,370100,3594500,10.3,0.5
E12000006,East,1320200,3747000,35.2,0.9,613100,3747000,16.4,0.7,116200,3747000,3.1,0.3,679800,3747000,18.1,0.7,494200,3747000,13.2,0.6,244600,3747000,6.5,0.5,279000,3747000,7.4,0.5
E12000007,London,3186900,6007300,53.1,0.8,759900,6007300,12.7,0.5,69000,6007300,1.1,0.2,667200,6007300,11.1,0.5,412800,6007300,6.9,0.4,512200,6007300,8.5,0.5,399100,6007300,6.6,0.4
E12000008,South East,2335800,5539900,42.2,0.7,1011800,5539900,18.3,0.6,152700,5539900,2.8,0.2,869400,5539900,15.7,0.5,569600,5539900,10.3,0.4,287800,5539900,5.2,0.3,312900,5539900,5.6,0.3
E12000009,South West,1282100,3315600,38.7,0.8,667500,3315600,20.1,0.7,117800,3315600,3.6,0.3,538200,3315600,16.2,0.6,357900,3315600,10.8,0.5,176300,3315600,5.3,0.4,175800,3315600,5.3,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,13513600,34636400,39,0.3,5984800,34636400,17.3,0.2,973200,34636400,2.8,0.1,5503000,34636400,15.9,0.2,3678200,34636400,10.6,0.2,2359100,34636400,6.8,0.1,2624500,34636400,7.6,0.1
W92000004,Wales,675100,1906500,35.4,0.7,345900,1906500,18.1,0.6,60500,1906500,3.2,0.3,330100,1906500,17.3,0.6,207800,1906500,10.9,0.5,124000,1906500,6.5,0.4,163000,1906500,8.6,0.4
S92000003,Scotland,1515900,3432400,44.2,0.7,470000,3432400,13.7,0.5,129700,3432400,3.8,0.3,457200,3432400,13.3,0.5,292600,3432400,8.5,0.4,234400,3432400,6.8,0.3,332600,3432400,9.7,0.4
N92000002,Northern Ireland,399900,1159800,34.5,1.3,195400,1159800,16.8,1.1,50300,1159800,4.3,0.6,194700,1159800,16.8,1.1,98700,1159800,8.5,0.8,53100,1159800,4.6,0.6,167800,1159800,14.5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,14188700,36543000,38.8,0.3,6330700,36543000,17.3,0.2,1033700,36543000,2.8,0.1,5833100,36543000,16,0.2,3886100,36543000,10.6,0.2,2483100,36543000,6.8,0.1,2787500,36543000,7.6,0.1
K03000001,Great Britain,15704600,39975300,39.3,0.2,6800800,39975300,17,0.2,1163500,39975300,2.9,0.1,6290300,39975300,15.7,0.2,4178600,39975300,10.5,0.1,2717500,39975300,6.8,0.1,3120100,39975300,7.8,0.1
K02000001,United Kingdom,16104400,41135100,39.2,0.2,6996200,41135100,17,0.2,1213800,41135100,3,0.1,6484900,41135100,15.8,0.2,4277300,41135100,10.4,0.1,2770600,41135100,6.7,0.1,3287800,41135100,8,0.1
