Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000021,Kingston upon Thames,64500,111400,57.9,4.3,16100,111400,14.5,3.1,1300,111400,1.2,*,13300,111400,11.9,2.8,6500,111400,5.8,2,6100,111400,5.4,2,3600,111400,3.3,1.5
E09000022,Lambeth,146600,236400,62,4.4,22900,236400,9.7,2.7,1300,236400,0.6,*,18200,236400,7.7,2.4,19100,236400,8.1,2.5,10900,236400,4.6,1.9,17300,236400,7.3,2.4
E09000023,Lewisham,109600,201300,54.4,4,27700,201300,13.8,2.8,3200,201300,1.6,1,21500,201300,10.7,2.5,12200,201300,6.1,1.9,11900,201300,5.9,1.9,15200,201300,7.6,2.1
E09000024,Merton,74500,137700,54.1,4.4,18300,137700,13.3,3,2000,137700,1.4,*,15100,137700,11,2.8,7600,137700,5.6,2,13000,137700,9.5,2.6,7100,137700,5.2,2
E09000025,Newham,83500,228000,36.6,3.8,35000,228000,15.4,2.8,1300,228000,0.6,*,28100,228000,12.3,2.6,14100,228000,6.2,1.9,40700,228000,17.8,3,25300,228000,11.1,2.5
E09000026,Redbridge,85500,189900,45,4,30200,189900,15.9,2.9,1100,189900,0.6,*,21500,189900,11.3,2.5,17000,189900,8.9,2.3,17800,189900,9.4,2.3,16800,189900,8.9,2.3
E09000027,Richmond upon Thames,83300,124300,67,4,16400,124300,13.2,2.9,1900,124300,1.5,*,11500,124300,9.2,2.5,5600,124300,4.5,1.8,4200,124300,3.4,1.5,1400,124300,1.1,*
E09000028,Southwark,128600,219000,58.7,3.6,25800,219000,11.8,2.4,2100,219000,1,*,20200,219000,9.2,2.1,11600,219000,5.3,1.7,12800,219000,5.9,1.7,17900,219000,8.2,2
E09000029,Sutton,54700,127600,42.8,5,18400,127600,14.4,3.6,5500,127600,4.3,2,18300,127600,14.4,3.6,12200,127600,9.6,3,10900,127600,8.5,2.8,7600,127600,6,2.4
E09000030,Tower Hamlets,92300,208100,44.3,4,30900,208100,14.9,2.8,!,208100,!,!,29800,208100,14.3,2.8,14800,208100,7.1,2.1,14100,208100,6.8,2,25600,208100,12.3,2.6
E09000031,Waltham Forest,78400,178600,43.9,4.5,25300,178600,14.2,3.2,1700,178600,0.9,*,25700,178600,14.4,3.2,16100,178600,9,2.6,12400,178600,7,2.3,19000,178600,10.7,2.8
E09000032,Wandsworth,159300,228200,69.8,4.1,18200,228200,8,2.4,1700,228200,0.7,*,16600,228200,7.3,2.3,9100,228200,4,1.7,12900,228200,5.6,2,10400,228200,4.5,1.8
E09000033,Westminster,107700,162800,66.1,3.5,16900,162800,10.4,2.3,1300,162800,0.8,*,9900,162800,6.1,1.8,7400,162800,4.5,1.5,10900,162800,6.7,1.9,8800,162800,5.4,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,468100,1648400,28.4,0.8,327200,1648400,19.8,0.7,70200,1648400,4.3,0.4,316100,1648400,19.2,0.7,213700,1648400,13,0.6,88300,1648400,5.4,0.4,164900,1648400,10,0.5
E12000002,North West,1380300,4466600,30.9,0.6,798500,4466600,17.9,0.5,173100,4466600,3.9,0.2,836500,4466600,18.7,0.5,538300,4466600,12.1,0.4,267700,4466600,6,0.3,472200,4466600,10.6,0.4
E12000003,Yorkshire and The Humber,997500,3351400,29.8,0.7,609900,3351400,18.2,0.6,138800,3351400,4.1,0.3,599000,3351400,17.9,0.6,450500,3351400,13.4,0.5,226600,3351400,6.8,0.4,329100,3351400,9.8,0.5
E12000004,East Midlands,892200,2886100,30.9,0.9,545400,2886100,18.9,0.8,102400,2886100,3.5,0.4,520300,2886100,18,0.8,385500,2886100,13.4,0.7,171800,2886100,6,0.5,268400,2886100,9.3,0.6
E12000005,West Midlands,1034900,3521900,29.4,0.7,622600,3521900,17.7,0.6,108500,3521900,3.1,0.3,609000,3521900,17.3,0.6,438700,3521900,12.5,0.5,244700,3521900,6.9,0.4,463500,3521900,13.2,0.6
E12000006,East,1217200,3689200,33,0.8,652100,3689200,17.7,0.7,126400,3689200,3.4,0.3,666100,3689200,18.1,0.7,512800,3689200,13.9,0.6,218200,3689200,5.9,0.4,296400,3689200,8,0.5
E12000007,London,2836200,5772700,49.1,0.7,801300,5772700,13.9,0.5,89800,5772700,1.6,0.2,673800,5772700,11.7,0.5,453800,5772700,7.9,0.4,463700,5772700,8,0.4,454200,5772700,7.9,0.4
E12000008,South East,2131500,5450200,39.1,0.6,984200,5450200,18.1,0.5,182300,5450200,3.3,0.2,905400,5450200,16.6,0.5,656700,5450200,12,0.4,284000,5450200,5.2,0.3,306200,5450200,5.6,0.3
E12000009,South West,1197100,3273600,36.6,0.8,621700,3273600,19,0.6,118300,3273600,3.6,0.3,569200,3273600,17.4,0.6,423400,3273600,12.9,0.5,160100,3273600,4.9,0.3,183700,3273600,5.6,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,12154900,34060100,35.7,0.2,5962900,34060100,17.5,0.2,1109900,34060100,3.3,0.1,5695200,34060100,16.7,0.2,4073400,34060100,12,0.2,2125100,34060100,6.2,0.1,2938600,34060100,8.6,0.1
W92000004,Wales,632700,1904700,33.2,0.6,344600,1904700,18.1,0.5,71500,1904700,3.8,0.3,330600,1904700,17.4,0.5,220700,1904700,11.6,0.4,114500,1904700,6,0.3,190200,1904700,10,0.4
S92000003,Scotland,1393700,3405100,40.9,0.6,499800,3405100,14.7,0.4,153000,3405100,4.5,0.3,496400,3405100,14.6,0.4,329800,3405100,9.7,0.4,211200,3405100,6.2,0.3,321100,3405100,9.4,0.4
N92000002,Northern Ireland,338300,1153400,29.3,1.4,172400,1153400,14.9,1.1,72600,1153400,6.3,0.8,205900,1153400,17.8,1.2,118000,1153400,10.2,1,47400,1153400,4.1,0.6,198800,1153400,17.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,12787600,35964800,35.6,0.2,6307500,35964800,17.5,0.2,1181400,35964800,3.3,0.1,6025900,35964800,16.8,0.2,4294100,35964800,11.9,0.2,2239600,35964800,6.2,0.1,3128800,35964800,8.7,0.1
K03000001,Great Britain,14181300,39369900,36,0.2,6807400,39369900,17.3,0.2,1334300,39369900,3.4,0.1,6522300,39369900,16.6,0.2,4623900,39369900,11.7,0.1,2450800,39369900,6.2,0.1,3450000,39369900,8.8,0.1
K02000001,United Kingdom,14519600,40523300,35.8,0.2,6979800,40523300,17.2,0.2,1406900,40523300,3.5,0.1,6728100,40523300,16.6,0.2,4741900,40523300,11.7,0.1,2498200,40523300,6.2,0.1,3648800,40523300,9,0.1
